category,description,item_number,main_image,price,rating,rating_count,seller,title
cpu,"3nm (TSMC N3B) Arrow Lake 125W 
24MB L3 Cache 
26MB L2 Cache 
Intel Graphics",19-118-508,https://c1.neweggimages.com/ProductImageOriginal/19-118-508-15.jpg,229.99,4.7,165,Newegg,"Intel Core Ultra 5 245K, Arrow Lake 14-Core (6P+8E), LGA 1851, 125W Desktop Processor - BX80768245K"
cpu,"3nm (TSMC N3B) Arrow Lake 125W 
24MB L3 Cache 
26MB L2 Cache 
Intel Graphics",19-118-508T,https://c1.neweggimages.com/ProductImageOriginal/19-118-508-15.jpg,249.99,0,0,Newegg,"Intel Core Ultra 5 245K, Arrow Lake 14-Core (6P+8E), LGA 1851, 125W Desktop Processor - BX80768245K"
cpu,"3nm (TSMC N3B) Arrow Lake 125W 
24MB L3 Cache 
26MB L2 Cache 
None Integrated Graphics",19-118-509,https://c1.neweggimages.com/ProductImageOriginal/19-118-509-07.jpg,249.99,4.7,165,Newegg,"Intel Core Ultra 5 245KF, Arrow Lake 14-Core (6P+8E), LGA 1851, 125W Desktop Processor - BX80768245KF"
cpu,"3nm (TSMC N3B) Arrow Lake 65W 
36MB L3 Cache 
40MB L2 Cache 
Intel Graphics",19-118-574,https://c1.neweggimages.com/ProductImageOriginal/19-118-574-03.jpg,578.99,0,0,Newegg,Intel Core Ultra 9 285 - Core Ultra 9 (Series 2) Arrow Lake 24-Core (8P+16E) Performance-core Base Frequency: 2.5 GHz Efficient-core Base Frequency: 1.9 GHz LGA 1851 65W Intel Graphics Desktop CPU Pro
cpu,"3nm (TSMC N3B) Arrow Lake 65W 
30MB L3 Cache 
36MB L2 Cache 
Intel Graphics",19-118-575,https://c1.neweggimages.com/ProductImageOriginal/19-118-575-03.jpg,349.98,4.8,5,Newegg,Intel Core Ultra 7 265 - Core Ultra 7 (Series 2) Arrow Lake 20-Core (8P+12E) Performance-core Base Frequency: 2.4 GHz Efficient-core Base Frequency: 1.8 GHz LGA 1851 65W Intel Graphics Desktop CPU Pro
cpu,"3nm (TSMC N3B) Arrow Lake 65W 
30MB L3 Cache 
36MB L2 Cache 
None Integrated Graphics",19-118-576,https://c1.neweggimages.com/ProductImageOriginal/19-118-575-01.jpg,334.99,5,1,Newegg,Intel Core Ultra 7 265F - Core Ultra 7 (Series 2) Arrow Lake 20-Core (8P+12E) Performance-core Base Frequency: 2.4 GHz Efficient-core Base Frequency: 1.8 GHz LGA 1851 65W None Integrated Graphics Desk
cpu,"3nm (TSMC N3B) Arrow Lake 65W 
20MB L3 Cache 
22MB L2 Cache 
Intel Graphics",19-118-577,https://c1.neweggimages.com/ProductImageOriginal/19-118-577-01.jpg,195,4.5,2,Newegg,Intel Core Ultra 5 225 - Core Ultra 5 (Series 2) Arrow Lake 10-Core (6P+4E) Performance-core Base Frequency: 3.3 GHz Efficient-core Base Frequency: 2.7 GHz LGA 1851 65W Intel Graphics Desktop CPU Proc
cpu,"3nm (TSMC N3B) Arrow Lake 65W 
20MB L3 Cache 
22MB L2 Cache 
None Integrated Graphics",19-118-578,https://c1.neweggimages.com/ProductImageOriginal/19-118-577-01.jpg,157.98,3,2,Newegg,Intel Core Ultra 5 225F - Core Ultra 5 (Series 2) Arrow Lake 10-Core (6P+4E) Performance-core Base Frequency: 3.3 GHz Efficient-core Base Frequency: 2.7 GHz LGA 1851 65W None Integrated Graphics Deskt
cpu,"Arrow Lake 65W 
24MB L3 Cache 
26MB L2 Cache 
Intel Graphics",19-118-584,https://c1.neweggimages.com/ProductImageOriginal/19-118-584-01.jpg,289.99,4.8,4,Newegg,Intel Core Ultra 5 235 - Core Ultra 5 (Series 2) Arrow Lake 14-Core (6P+8E) 2.9 GHz (E-core base) / 3.4 GHz (P-core base) LGA 1851 65W Intel Graphics Desktop CPU Processor - BX80768235
cpu,"DDR5 6000 (PC5 48000) 
Timing 36-36-36-96 
CAS Latency CL36 
Voltage 1.35V",20-374-419,https://c1.neweggimages.com/ProductImageOriginal/20-374-419-07.png,269.99,4.5,381,Newegg,G.SKILL Flare X5 Series AMD EXPO 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 Desktop Memory Model F5-6000J3636F16GX2-FX5
cpu,"DDR5 6400 (PC5 51200) 
Timing 36-48-48-104 
CAS Latency 36 
Voltage 1.40V
High-Speed Gaming RGB Memory
Newegg Exclusive",20-982-185,https://c1.neweggimages.com/ProductImageOriginal/20-236-879-03.jpg,299.99,4.2,298,Newegg,CORSAIR Vengeance RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6400 (PC5 51200) Desktop Memory Model CMH32GX5M2N6400C36
cpu,"Unmatched Price per Performance - The Montech X3 is not just any PC Gaming case, it's an upgrade in every aspect compared to past X series cases. The X3 delivers the best Price per Performance ratio Montech has to offer!
High Airflow - The Montech X3's triple front 140mm fans provides massive air intake, and with pre-mounted top and rear ventilation, optimizing the airflow system.
RGB Lighting Show - All six pre-installed fans are fixed RGB lighting capable, you can turn the fan lighting on or off by simply pressing the LED button. Note: The lighting is fixed, not addressable, but can be turned turn off.
Full Panoramic View - The Montech X3 features a full Panoramic Tempered Glass front and side panels, so you can easily showoff your battle system and RGB lighting.
More Convenient, More Safe - The unique Side Swivel Tempered Glass Side Panel design is not only easier for users to unmount, the zero drill-hole design drastically improves the panel's strength integrity and safety.",2AM-00CN-00036,https://c1.neweggimages.com/ProductImageOriginal/2AM-00CN-00036-01.jpg,59.99,4.2,114,Newegg,"Montech X3 Mesh, 3 x 140mm& 3 x 120mm Fixed RGB Lighting Fans (Pre-Installed) ATX Mid-Tower PC Gaming Case, USB3.0, Door Open Tempered Glass Side Panel, High Airflow, Black"
cpu,"Intel Core i7 14th Gen 
4 x 288Pin DIMM DDR4 3200",56-158-098,https://c1.neweggimages.com/ProductImageOriginal/56-158-098-08.jpg,239.99,0,0,Newegg,ASRock DESKMEET B760W/B/BB/BOX/US Barebone System
cpu,"7nm 65W 
32MB L3 Cache 
3MB L2 Cache 
None Integrated Graphics",9SIA0ZXHG81152,https://c1.neweggimages.com/ProductImageOriginal/19-113-670-V01.jpg,215.14,3,1,BeachAudio,AMD Ryzen 5 5600X - Ryzen 5 5000 Series 6-Core 3.7 GHz Socket AM4 65W Desktop Processor - 100-000000065
cpu,"Intel 7 Alder Lake Processor Base Power: 65W
Maximum Turbo Power: 180W 
25MB L3 Cache 
12MB L2 Cache 
Intel UHD Graphics 770",9SIA0ZXJJD6442,https://c1.neweggimages.com/ProductImageOriginal/19-118-368-V01.jpg,320.53,4.9,17,BeachAudio,Intel Core i7-12700 - Core i7 12th Gen Alder Lake 12-Core (8P+4E) 2.1 GHz LGA 1700 65W Intel UHD Graphics 770 Desktop Processor - BX8071512700
cpu,"Raptor Lake Processor Base Power: 125W
Maximum Turbo Power: 253W 
30MB L3 Cache 
24MB L2 Cache 
Intel UHD Graphics 770",9SIA0ZXJWB6450,https://c1.neweggimages.com/ProductImageOriginal/V1DSD2210270Y6KQFA3.jpg,539.72,0,0,BeachAudio,Intel Core i7-13700K - Core i7 13th Gen Raptor Lake 16-Core (8P+8E) P-core Base Frequency: 3.4 GHz E-core Base Frequency: 2.5 GHz LGA 1700 Processor Base Power: 125W Maximum Turbo Power: 253W Intel UH
cpu,Advanced Micro Devic AMD EPYC 8004 (4th Gen) 8224P Tetracosa-core (24 Core) 2.55 GHz Processor - OEM Pack - 64 MB L3 Cache - 24 MB L2 Cache - 64-bit Processing - 3 GHz Overclocking Speed - 5 nm - Socket SP6 LGA-4844 No Graphics - 160 W - 48 Threads,9SIA0ZXKFG2300,https://c1.neweggimages.com/ProductImageOriginal/A1K6S2402201CHMTJBE.jpg,1023.3,0,0,BeachAudio,AMD EPYC 8224P 24/48 160 SP6 64MB 3000 - 100-000001134
cpu,"14nm Rocket Lake 65W 
16MB L3 Cache 
Intel UHD Graphics 750",9SIA0ZXKFG2360,https://c1.neweggimages.com/ProductImageOriginal/A6ZP_1_20181207851826562.jpg,417.95,0,0,BeachAudio,Intel Core i7-11700 - Core i7 11th Gen Rocket Lake 8-Core 2.5 GHz LGA 1200 65W Intel UHD Graphics 750 Desktop Processor - CM8070804491214
cpu,"14nm Rocket Lake 65W 
12MB L3 Cache 
Intel UHD Graphics 750",9SIA0ZXKFG2394,https://c1.neweggimages.com/ProductImageOriginal/AYTVS22040206XVEXED.jpg,232.61,0,0,BeachAudio,Intel Core i5-11400 2.6 GHz LGA 1200 CM8070804497015 Desktop Processor (ABS Only)
cpu,"Arrow Lake 65W 
30MB L3 Cache 
36MB L2 Cache 
None Integrated Graphics",9SIA0ZXKFG2540,https://c1.neweggimages.com/ProductImageOriginal/A0ZXD2505100JNUQQB9.jpg,371.85,0,0,BeachAudio,Intel Core Ultra 7 265F - Core Ultra 7 (Series 2) Arrow Lake 20-Core (8P+12E) LGA 1851 65W None Integrated Graphics Processor - AT8076806411
cpu,"24 cores (8 P-cores + 16 E-cores) and 32 threads. Integrated Intel® UHD Graphics 770 included
Performance hybrid architecture integrates two core microarchitectures, prioritizing and distributing workloads to optimize performance
Up to 6.0 GHz unlocked. 36MB Cache
Compatible with Intel 600-series (with potential BIOS update) and 700-series chipset-based motherboards
Turbo Boost Max Technology 3.0 Frequency, and PCIe 5.0 & 4.0 support. DDR4 and DDR5 Memory support. No thermal solution included",9SIA0ZXKFG2571,https://c1.neweggimages.com/ProductImageOriginal/AFYUD24032214C3XP8A.jpg,528.53,1,1,BeachAudio,Intel Core i9-14900K - Core i9 14th Gen 24-Core (8P+16E) LGA 1700 125W Intel UHD Graphics 770 Desktop Processor - Tray - CM8071505094017
cpu,"Intel 7 Raptor Lake 65W 
33MB L3 Cache 
28MB L2 Cache 
None Integrated Graphics",9SIA0ZXKFG2594,https://c1.neweggimages.com/ProductImageOriginal/AFYUD2209270S7P9S17.jpg,400.03,0,0,BeachAudio,Intel Core i7-14700F - Core i7 14th Gen Raptor Lake 20-Core (8P+12E) LGA 1700 65W None Integrated Graphics Processor - CM8071504820816
cpu,"Intel 7 Raptor Lake 65W 
36MB L3 Cache 
32MB L2 Cache 
None Integrated Graphics",9SIA0ZXKFG2598,https://c1.neweggimages.com/ProductImageOriginal/AFYUD24030511GI4E8A.jpg,561.1,0,0,BeachAudio,Intel Core i9-14900F - Core i9 14th Gen Raptor Lake 24-Core (8P+16E) LGA 1700 65W None Integrated Graphics Processor - CM8071504820610
cpu,"Raptor Lake Processor Base Power: 125W
Maximum Turbo Power: 253W 
30MB L3 Cache 
24MB L2 Cache 
None Integrated Graphics",9SIA0ZXKHZ6065,https://c1.neweggimages.com/ProductImageOriginal/AYTVS2303090IKVEZ94.jpg,479.58,0,0,BeachAudio,Intel Core i7-13700KF - Core i7 13th Gen Raptor Lake 16-Core (8P+8E) P-core Base Frequency: 3.4 GHz E-core Base Frequency: 2.5 GHz LGA 1700 Processor Base Power: 125W Maximum Turbo Power: 253W Desktop
cpu,Intel Core i5 i5-8400 Hexa-core [6 Core] 2.80 GHz Processor - Socket H4 LGA-1151 - OEM Pack (cm8068403358811),9SIA0ZXKNH6822,https://c1.neweggimages.com/ProductImageOriginal/A0ZXD2510170P5BSI13.jpg,244.91,0,0,BeachAudio,Intel Core i5 i5-8400 Hexa-core [6 Core] 2.80 GHz Processor - Socket H4 LGA-1151 - OEM Pack (cm8068403358811)
cpu,"14nm Comet Lake 65W 
6MB L3 Cache 
Intel UHD Graphics 630",9SIA12KK9Y1723,https://c1.neweggimages.com/ProductImageOriginal/A6ZPD2201130343TDCB.jpg,129.99,0,0,3C Expert,Intel Core i3-10105 - Core i3 10th Gen Comet Lake Quad-Core 3.7 GHz LGA 1200 65W Intel UHD Graphics 630 Desktop Processor - BX8070110105
cpu,"14nm Comet Lake 65W 
12MB L3 Cache 
Intel UHD Graphics 630",9SIA12KK9Y1814,https://c1.neweggimages.com/ProductImageOriginal/APT0D200804UQ19Q.jpg,159.95,0,0,3C Expert,Intel Core i5 10th Gen - Core i5-10400 Comet Lake 6-Core 2.9 GHz LGA 1200 65W BX8070110400 Desktop Processor Intel UHD Graphics 630
cpu,"6 Cores / 12 Threads 
 Socket type LGA 1200 
 Up to 4. 3 GHz 
 Compatible with Intel 400 series chipset based motherboards 
 Intel Optane Memory support 
 Cooler included",9SIA12KK9Y5437,https://c1.neweggimages.com/ProductImageOriginal/BT4YD2402140KZOCTFD.jpg,159,0,0,3C Expert,"Intel Core i5-10400 Desktop Processor 6 Cores up to 4.3 GHz  LGA1200 (Intel 400 Series Chipset) 65W, Model Number: BX8070110400"
cpu,"Zen 4 - TSMC 5nm FinFET 105W
32MB L3 Cache
Windows 11 Supported
Cooling Device not Included - Processor Only",9SIA12KKGV8496,https://c1.neweggimages.com/ProductImageOriginal/APBUS2210180JAW293C.jpg,329,5,2,3C Expert,AMD Ryzen 7 7700X - Zen 4 8-Core 4.5 GHz - Socket AM5 - 105W Desktop Processor (100-100000591WOF)
cpu,"Zen 4 - TSMC 5nm FinFET 170W
64MB L3 Cache
Windows 11 Supported
Cooling device not included - Processor Only",9SIA12KKGV8500,https://c1.neweggimages.com/ProductImageOriginal/APBUS2210180J4F3Q5C.jpg,420,5,1,3C Expert,AMD Ryzen 9 7900X - Zen 4 12-Core 4.7 GHz - Socket AM5 - 170W Desktop Processor (100-100000589WOF)
cpu,"The world's fastest gaming processor, built on AMD 'Zen5' technology and Next Gen 3D V-Cache. 
 8 cores and 16 threads, delivering +~16% IPC uplift and great power efficiency 
 96MB L3 cache with better thermal performance vs. previous gen and allowing higher clock speeds, up to 5.2GHz 
 Drop-in ready for proven Socket AM5 infrastructure 
 Cooler not included",9SIA12KKH37121,https://c1.neweggimages.com/ProductImageOriginal/BWSYD2502260FD9GW44.jpg,595,0,0,3C Expert,"AMD RYZEN 7 9800X3D 8-Core, 16-Thread Desktop Processor"
cpu,"Harness the ultimate gaming edge with AMD Ryzen 7 9800X3D, Unlock faster gaming with 2nd-gen AMD 3D V-Cache tech for low latency
8 Cores and 16 processing threads, based on AMD ""Zen 5"" architecture
5.2 GHz Max Boost, unlocked for overclocking, 96MB L3 Cache, 8MB L2 Cache, DDR5-5600 support
For the state-of-the-art Socket AM5 platform, can support PCIe 5.0 on select motherboards
Cooler not included",9SIA12KKH37122,https://c1.neweggimages.com/ProductImageOriginal/ASGMS24110809FD6Y5F.jpg,569.95,5,1,3C Expert,AMD Ryzen 7 9800X3D - Ryzen 7 9000 Series Zen 5 8-Core 5.2 GHz - Socket AM5 120W - AMD Radeon Graphics Desktop Processor - 100-100001084WOZ--International Version With Warranty Of Three Years
cpu,"14nm Comet Lake 58W 
2MB L3 Cache 
Intel UHD Graphics 610",9SIA1K6DEP4340,https://c1.neweggimages.com/ProductImageOriginal/A6ZPD200528BHTPE.jpg,55.99,4,3,Hot Deals 4 Less,Intel Celeron G5900 - Celeron Comet Lake Dual-Core 3.4 GHz LGA 1200 58W Intel UHD Graphics 610 Desktop CPU Processor - BX80701G5900
cpu,"Vertical SegmentDesktop
Processor Number i5-2400
Lithography 32 nm",9SIA1K6KB06198,https://c1.neweggimages.com/ProductImageOriginal/A1K6S2405170OPNL992.jpg,139.99,0,0,Hot Deals 4 Less,"Intel Core i5-2400 Processor 3.1GHz 5.0GT/s 6MB LGA 1155 CPU, OEM CM8062300834106"
cpu,"Intel 7 Raptor Lake 65W 
20MB L3 Cache 
9.5MB L2 Cache 
Intel UHD Graphics 730",9SIA1K6KBB6941,https://c1.neweggimages.com/ProductImageOriginal/19-118-478-01.jpg,232.16,4.6,93,Hot Deals 4 Less,Intel Core i5-14400 - Core i5 14th Gen Raptor Lake 10-Core (6P+4E) LGA 1700 65W Intel UHD Graphics 730 Processor - BX8071514400
cpu,"800 MHz FSB 
65nm Merom 
4M shared L2 Cache",9SIA22FKEM1111,https://c1.neweggimages.com/ProductImageOriginal/A22FD2501280M9F073D.jpg,29.49,0,0,Tech For Less,Intel Core2 Duo T7300 - Core 2 Duo Merom Dual-Core 2.0 GHz Socket P Processor - LF80537GG0414M
cpu,Product Line : Core 2 Duo,9SIA22FKFN3083,https://c1.neweggimages.com/ProductImageOriginal/A22FD2502240C503W61.jpg,22.97,0,0,Tech For Less,Intel Core 2 Duo T7250 2.0GHz Mobile Processor - 2GHz - 800MHz - Dual-core (2 Core)
cpu,"Product Name  : Intel Core (Dell 913DH) i7-4765T SR14Q Quad-Core 2.0GHz Desktop Processor
Also known as : Dell 913DH",9SIA22FKFW2118,https://c1.neweggimages.com/ProductImageOriginal/A22FD2503051AR4RA7C.jpg,66.49,0,0,Tech For Less,Intel Core (Dell 913DH) i7-4765T SR14Q Quad-Core 2.0GHz Base Frequency 35W TDP HD Graphics vPro Eligible Desktop Processor with 8MB Intel Smart Cache - FCLGA1150 Socket
cpu,"Product Name  : Intel Core (Dell 913DH) i7-4765T SR14Q Quad-Core 2.0GHz Desktop Processor
Also known as : Dell 913DH",9SIA22FKFW2119,https://c1.neweggimages.com/ProductImageOriginal/A22FD2503051AR4RA7C.jpg,66.49,0,0,Tech For Less,Intel Core (Dell 913DH) i7-4765T SR14Q Quad-Core 2.0GHz Base Frequency 35W TDP HD Graphics vPro Eligible Desktop Processor with 8MB Intel Smart Cache - FCLGA1150 Socket
cpu,"Intel 7 Raptor Lake 65W 
36MB L3 Cache 
32MB L2 Cache 
Intel UHD Graphics 770",9SIA22FKHF3971,https://c1.neweggimages.com/ProductImageOriginal/AFYUD24030511GI4E8A.jpg,499.49,0,0,Tech For Less,Intel Core i9-14900 - Core i9 14th Gen Raptor Lake 24-Core (8P+16E) LGA 1700 65W Intel UHD Graphics 770 Processor - CM8071504820609
cpu,2 x 256 KB L2 Cache 3MB L3 Cache,9SIA22FKJM4086,https://c1.neweggimages.com/ProductImageOriginal/A22FD2508160KVU4D5F.jpg,27.97,0,0,Tech For Less,Intel Intel Core i3-2310M Socket G2 FF8062700999405 Mobile Processor
cpu,Product Name  : Intel Xeon E5-2667 V3 Processor,9SIA22FKJU8975,https://c1.neweggimages.com/ProductImageOriginal/V02WD2507161CYR9W6C.jpg,30.97,0,0,Tech For Less,Intel Xeon E5-2667 V3 Processor - 20M Cache - 3.20 GHz - FC-LGA12A - Tray
cpu,Product Name : Intel Pentium T4200 AW80577GG0411MA Processor,9SIA22FKKS7324,https://c1.neweggimages.com/ProductImageOriginal/V02WD2509270QORO052.jpg,39.97,0,0,Tech For Less,Intel Pentium T4200 AW80577GG0411MA Processor - Dual Core - 2.0 GHz Base Frequency - 1MB Cache - Socket PGA478 - 35 Watts
cpu,"CPU ONLY, NOTHING ELSE!
NO FAN/HEATSINK!
CPU COMES IN PLAIN NON-RETAIL PACKAGE WITHOUT FAN/HEATSINK OR ANY ACCESSORIES!
MORE IMAGES: imageshack.com/a/YPqr7 
Benchmark/Validation: userbenchmark.com/UserRun/31135461",9SIA22FKKT5150,https://c1.neweggimages.com/ProductImageOriginal/AAZTS200729JnJbx.jpg,86.97,5,1,Tech For Less,"Intel Core i7-6700K 8M Skylake SR2L0 Quad-Core 4.0 GHz LGA 1151 91W Desktop TRAY Processor CM8066201919901 with Intel HD Graphics 530 => CPU ONLY, NO HEATSINK/FAN!"
cpu,"Intel 7 Alder Lake Processor Base Power: 125W
Maximum Turbo Power: 
25MB L3 Cache 
12MB L2 Cache 
Intel UHD Graphics 770",9SIA24GGMU6450,https://c1.neweggimages.com/ProductImageOriginal/19-118-343-05.jpg,249.99,4.9,523,antonline,Intel Core i7-12700K - Core i7 12th Gen Alder Lake 12-Core (8P+4E) 3.6 GHz LGA 1700 125W Intel UHD Graphics 770 Desktop Processor - BX8071512700K
cpu,"Intel 7 Alder Lake Processor Base Power: 125W
Maximum Turbo Power: 190W 
25MB L3 Cache 
12MB L2 Cache 
None Integrated Graphics",9SIA24GGNF9587,https://c1.neweggimages.com/ProductImageOriginal/19-118-345-05.jpg,224.99,4.9,191,antonline,Intel Core i7-12700KF - Core i7 12th Gen Alder Lake 12-Core (8P+4E) 3.6 GHz LGA 1700 125W Desktop Processor - BX8071512700KF
cpu,"Intel 7 Alder Lake Processor Base Power: 46W 
4MB L3 Cache 
2.5M L2 Cache 
Intel UHD Graphics 710",9SIA24GGWM2574,https://c1.neweggimages.com/ProductImageOriginal/19-118-378-S01.jpg,72.74,4.5,2,antonline,Intel Celeron G6900 - Celeron Alder Lake Dual-Core 3.4 GHz LGA 1700 Processor 46W Intel UHD Graphics 710 Desktop Processor - BX80715G6900
cpu,"Intel 7 Alder Lake Processor Base Power: 65W
Maximum Turbo Power: 202W 
30MB L3 Cache 
14MB L2 Cache 
Intel UHD Graphics 770",9SIA24GH6Z7151,https://c1.neweggimages.com/ProductImageOriginal/A24GD2203110EQRUQC1.jpg,439.05,4.6,8,antonline,Intel Core i9-12900 - Core i9 12th Gen Alder Lake 16-Core (8P+8E) 2.4 GHz LGA 1700 Processor 65W Intel UHD Graphics 770 Desktop Processor - BX8071512900
cpu,"Intel 7 Alder Lake Processor Base Power: 65W
Maximum Turbo Power: 117W 
18MB L3 Cache 
7.5MB L2 Cache 
Intel UHD Graphics 770",9SIA24GH9R7434,https://c1.neweggimages.com/ProductImageOriginal/19-118-374-S01.jpg,200.02,4.7,18,antonline,Intel Core i5-12500 - Core i5 12th Gen Alder Lake 6-Core 3.0 GHz LGA 1700 65W Intel UHD Graphics 770 Desktop Processor - BX8071512500
cpu,"Intel 7 Alder Lake Processor Base Power: 150W
Maximum Turbo Power: 241W 
30MB L3 Cache 
14MB L2 Cache 
Intel UHD Graphics 770",9SIA24GHDX2742,https://c1.neweggimages.com/ProductImageOriginal/19-118-392-V07.jpg,279.99,4.6,31,antonline,Intel Core i9-12900KS - Core i9 12th Gen Alder Lake 16-Core (8P+8E) 3.4 GHz LGA 1700 150W Intel UHD Graphics 770 Desktop Processor - BX8071512900KS
cpu,"Intel 7 Alder Lake Processor Base Power: 60W
Maximum Turbo Power: 202W 
30MB L3 Cache 
14MB L2 Cache 
None Integrated Graphics",9SIA24GHG97951,https://c1.neweggimages.com/ProductImageOriginal/19-118-373-07.jpg,289.99,0,0,antonline,Intel Core i9-12900F - Core i9 12th Gen Alder Lake 16-Core (8P+8E) 2.4 GHz LGA 1700 Processor 60W Desktop Processor - BX8071512900F
cpu,"Zen 4 - TSMC 5nm FinFET Storm Peak 350W 
128MB L3 Cache 
24MB L2 Cache 
None Integrated Graphics",9SIA24GK8C8687,https://c1.neweggimages.com/ProductImageOriginal/19-113-810-01.jpg,2779.65,0,0,antonline,AMD Ryzen Threadripper PRO 7965WX 350W SP6 - Zen 4 - 24-Core/48-Threads - 100-100000885WOF
cpu,"Zen 4 - TSMC 5nm FinFET 65W 
32MB L3 Cache 
8MB L2 Cache 
AMD Radeon Graphics",9SIA24GK8C8689,https://c1.neweggimages.com/ProductImageOriginal/19-113-786-04.jpg,327.99,5,35,antonline,AMD Ryzen 7 7700 - Ryzen 7 7000 Series Zen 4 8-Core 3.8 GHz - Socket AM5 65W - AMD Radeon Graphics Processor - 100-100000592BOX
cpu,"Zen 4 - TSMC 5nm FinFET Storm Peak 350W 
256MB L3 Cache 
64MB L2 Cache 
None Integrated Graphics",9SIA24GK8C8690,https://c1.neweggimages.com/ProductImageOriginal/19-113-808-02.jpg,4782.99,4,4,antonline,AMD Ryzen Threadripper 7980X 350W SP6 - Zen 4 64-Core/128-Threads (100-100001350WOF)
cpu,"Zen 4 - TSMC 5nm FinFET Storm Peak 350W 
128MB L3 Cache 
24MB L2 Cache 
None Integrated Graphics",9SIA24GK8C8694,https://c1.neweggimages.com/ProductImageOriginal/19-113-808-02.jpg,1327.99,4,4,antonline,AMD Ryzen Threadripper 7960X 350W SP6 - Zen 4 24-Core/48-Threads - 100-100001352WOF
cpu,"Intel 7 Raptor Lake 46W 
6MB L3 Cache 
2.5M L2 Cache 
Intel UHD Graphics 710",9SIA24GK8S4384,https://c1.neweggimages.com/ProductImageOriginal/19-118-494-01.jpg,112.75,0,0,antonline,Intel Processor 300 - Intel Processor 300 Series Raptor Lake 2-Core (2P+0E) 3.9 GHz LGA 1700 46W Intel UHD Graphics 710 Desktop CPU Processor - BX80715300
cpu,"TSMC 4nm FinFET 65W 
16MB L3 Cache 
6MB L2 Cache 
None Integrated Graphics",9SIA24GKB64549,https://c1.neweggimages.com/ProductImageOriginal/19-113-826-01.jpg,160.99,4.8,6,antonline,"AMD Ryzen 5 8400F (4.2 GHz) - Ryzen 5 8000 Series 6-Core/ 12-Threads,  Socket AM5, 65W Processor - 100-100001591BOX"
cpu,"TSMC 4nm FinFET Shimada Peak 350W 
64MB L3 Cache 
16MB L2 Cache 
None Integrated Graphics",9SIA24GKKH8131,https://c1.neweggimages.com/ProductImageOriginal/19-113-913-01.png,1578.14,0,0,antonline,AMD Ryzen Threadripper PRO 9955WX - Ryzen Threadripper PRO Shimada Peak 16-Core 4.5 GHz Socket sTR5 350W None Integrated Graphics Processor - 100-100000725WOF
cpu,"TSMC 4nm FinFET Shimada Peak 350W 
128MB L3 Cache 
24MB L2 Cache 
None Integrated Graphics",9SIA24GKM02850,https://c1.neweggimages.com/ProductImageOriginal/19-113-912-01.png,2776.04,0,0,antonline,AMD Ryzen Threadripper PRO 9965WX - Ryzen Threadripper PRO Shimada Peak 24-Core 4.2 GHz Socket sTR5 350W None Integrated Graphics Processor - 100-100000724WOF
cpu,"65 watts 
36 MB L3 Cache 
40 MB L2 Cache",9SIA24GKM02852,https://c1.neweggimages.com/ProductImageOriginal/274-000A-01P71-01.png,608.22,0,0,antonline,Intel Core Ultra 9 285 24core 4.6GHz OC LGA-1851 Boxed Processor BX80768285
cpu,"Manufacturer: Intel
Part Number: MBI3-10100BX",9SIA25VKK41906,https://c1.neweggimages.com/ProductImageOriginal/A7RDD2103254MQLQ.jpg,157.93,0,0,IPC Store,Intel Core i3 (10th Gen) i3-10100 Quad-core (4 Core) 3.60 GHz Processor - Retail Pack
cpu,"Only Compatible with Intel 300 Series Motherboard
Discrete GPU Required - No Integrated Graphics
Processor Base Frequency 3.9 GHz
DDR4 Support
Socket LGA 1151 (300 Series)
Fan and Cooler Included",9SIA2W0H3M7751,https://c1.neweggimages.com/ProductImageOriginal/A2W0S211129jLd6O.jpg,26.99,5,1,PlatinumMicro,"Intel Pentium Gold G5600F Coffee Lake Dual-Core, 4-Thread, 3.9 GHz LGA 1151 (300 Series) 54W BX80684G5600F Desktop Processor Without Graphics"
cpu,"14nm Comet Lake 58W 
4MB L3 Cache 
Intel UHD Graphics 610",9SIA2W0JX26998,https://c1.neweggimages.com/ProductImageOriginal/A4M5D201102HQGF9.jpg,49.99,5,1,PlatinumMicro,Intel Celeron G5925 - Celeron Comet Lake Dual-Core 3.6 GHz LGA 1200 58W Intel UHD Graphics 610 Desktop CPU Processor - BX80701G5925
cpu,"7nm Vermeer (Zen 3) 105W 
32MB L3 Cache 
4MB L2 Cache 
None Integrated Graphics",9SIA2W0K266183,https://c1.neweggimages.com/ProductImageOriginal/19-113-665-V01.jpg,175.99,4.8,4328,PlatinumMicro,AMD Ryzen 7 5800X - Ryzen 7 5000 Series Vermeer (Zen 3) 8-Core 3.8 GHz Socket AM4 105W None Integrated Graphics Desktop CPU Processor - 100-100000063WOF
cpu,"7nm Matisse (Zen 2) 65W 
32MB L3 Cache 
3MB L2 Cache 
None Integrated Graphics",9SIA2W0KD55800,https://c1.neweggimages.com/ProductImageOriginal/A0ZXD2210250M5EIO0E.jpg,79.99,4.9,51,PlatinumMicro,AMD 100 100000031SBX Ryzen 5 3600
